month,precipitation,temp_max,temp_min,wind,weather_encoded
8,0.0,22.8,12.2,1.7888543819998317,4
8,0.0,22.8,13.3,1.5491933384829668,4
8,0.0,22.8,12.8,1.378404875209022,4
8,0.0,22.2,10.6,1.70293863659264,4
9,0.0,21.7,10.6,1.449137674618944,4
9,0.0,21.1,10.0,1.4142135623730951,4
9,0.0,22.8,12.8,1.816590212458495,4
9,0.0,24.4,11.1,1.760681686165901,4
9,0.0,26.1,11.7,1.61245154965971,4
9,0.0,28.3,14.4,2.04939015319192,4
9,0.0,32.2,13.3,1.760681686165901,4
9,0.0,25.0,13.3,1.7320508075688772,4
9,0.5477225575051661,18.9,13.9,2.23606797749979,2
9,0.5477225575051661,20.0,11.7,1.9748417658131499,2
9,0.0,20.0,8.9,2.04939015319192,4
9,0.0,22.2,10.0,2.3664319132398464,4
9,0.0,27.8,11.7,1.8973665961010275,4
9,0.0,26.1,11.1,1.224744871391589,4
9,0.0,22.2,11.1,1.378404875209022,4
9,0.0,24.4,9.4,1.51657508881031,4
9,0.0,27.8,11.7,1.4832396974191326,1
9,0.0,27.8,11.7,1.1832159566199232,4
9,0.0,23.9,11.7,1.378404875209022,0
9,0.0,19.4,10.0,1.5811388300841898,0
9,0.0,16.1,12.8,1.449137674618944,0
9,0.5477225575051661,19.4,11.7,1.0488088481701516,2
9,0.0,19.4,10.0,1.1832159566199232,1
9,0.0,21.1,10.0,1.3416407864998738,1
9,0.0,19.4,11.1,1.3038404810405297,4
9,0.0,19.4,9.4,1.3038404810405297,0
9,0.0,22.8,10.0,1.3038404810405297,0
9,0.0,25.0,12.2,1.0488088481701516,2
9,0.0,20.6,12.2,2.073644135332772,4
9,0.0,21.1,7.8,1.760681686165901,4
10,0.0,23.3,8.9,1.7320508075688772,4
10,0.0,17.8,10.0,2.0248456731316584,4
10,0.0,18.9,7.8,2.701851217221259,4
10,0.0,18.9,8.3,2.5495097567963922,4
10,0.0,21.7,8.9,2.3874672772626644,4
10,0.0,23.9,7.8,2.258317958127243,4
10,0.0,23.9,7.8,1.140175425099138,4
10,0.0,21.1,7.8,1.378404875209022,4
10,0.0,16.1,8.9,1.2649110640673518,0
10,0.0,12.2,8.3,1.1832159566199232,0
10,0.0,13.9,7.2,1.140175425099138,0
10,1.4142135623730951,13.9,8.9,2.1447610589527217,2
10,2.1908902300206643,15.6,12.2,1.9748417658131499,2
10,4.06201920231798,17.8,13.3,1.8439088914585775,2
10,2.8106938645110393,17.2,11.1,2.1447610589527217,2
10,0.0,16.1,8.3,2.345207879911715,4
10,0.0,14.4,6.1,1.2649110640673518,4
10,4.560701700396552,17.8,6.7,1.4142135623730951,2
10,2.1908902300206643,15.0,9.4,2.3021728866442674,2
10,0.7071067811865476,11.1,6.1,2.3874672772626644,2
10,2.5298221281347035,11.7,4.4,1.6431676725154984,2
10,2.9832867780352594,7.8,3.3,1.61245154965971,2
10,0.0,11.1,5.6,1.7320508075688772,2
10,2.6645825188948455,11.7,6.1,1.449137674618944,2
10,0.0,11.7,6.7,1.224744871391589,4
10,1.224744871391589,11.1,7.2,1.5811388300841898,2
10,4.806245936279167,14.4,9.4,2.258317958127243,2
10,2.4698178070456938,14.4,10.0,1.9493588689617927,2
10,3.3015148038438356,15.6,10.0,2.2135943621178655,2
10,5.873670062235365,15.0,12.2,1.6733200530681511,2
10,3.8078865529319543,15.6,11.1,1.6431676725154984,2
11,3.1144823004794873,15.0,10.6,1.7320508075688772,2
11,2.3664319132398464,15.0,10.6,1.0,2
11,0.7071067811865476,15.6,11.1,1.8973665961010275,2
11,2.8460498941515415,17.8,12.8,1.9493588689617927,2
11,0.8944271909999159,15.0,7.8,2.0,2
11,0.5477225575051661,12.8,6.7,1.8708286933869707,2
11,0.0,12.2,3.9,1.8439088914585775,2
11,0.0,10.0,1.1,1.8439088914585775,2
11,0.0,8.9,1.1,1.4142135623730951,2
11,0.0,7.8,-0.6,1.4832396974191326,4
11,3.8987177379235853,8.9,1.1,1.7320508075688772,2
11,1.8973665961010275,12.8,6.1,1.7320508075688772,2
11,2.3021728866442674,11.1,7.8,1.5811388300841898,2
11,0.8944271909999159,11.1,5.0,1.61245154965971,2
11,0.0,9.4,2.8,1.5491933384829668,0
11,2.3664319132398464,9.4,2.2,1.2649110640673518,2
11,2.4698178070456938,12.2,6.1,2.3021728866442674,2
11,2.8106938645110393,10.0,6.1,2.2135943621178655,2
11,7.355270219373317,13.3,8.3,2.449489742783178,2
11,1.9493588689617927,11.1,7.2,2.04939015319192,2
11,3.3466401061363023,8.3,3.9,2.345207879911715,2
11,0.0,8.9,2.8,1.224744871391589,2
11,5.656854249492381,9.4,6.1,1.5491933384829668,2
11,0.0,8.9,3.9,1.0954451150103321,2
11,0.0,8.3,1.1,1.8973665961010275,0
11,0.0,9.4,1.7,1.9493588689617927,1
11,0.0,10.0,1.7,1.224744871391589,4
11,1.6733200530681511,9.4,2.2,1.70293863659264,2
11,1.224744871391589,12.8,7.8,2.04939015319192,2
11,5.966573556070519,15.0,7.8,2.1447610589527217,2
12,2.0248456731316584,13.3,8.3,2.345207879911715,2
12,4.427188724235731,8.3,7.2,2.4899799195977463,2
12,3.605551275463989,9.4,7.2,2.0976176963403033,2
12,3.7682887362833544,11.7,7.2,2.4899799195977463,2
12,1.224744871391589,8.9,4.4,2.23606797749979,2
12,1.224744871391589,7.2,6.1,2.258317958127243,2
12,1.0,7.8,3.3,2.1447610589527217,2
12,0.0,6.7,3.3,1.4142135623730951,4
12,1.224744871391589,6.7,2.8,1.449137674618944,2
12,0.7071067811865476,7.2,5.6,1.3416407864998738,2
12,1.7320508075688772,7.8,5.6,2.1213203435596424,2
12,2.8460498941515415,6.7,4.4,1.4142135623730951,2
12,1.51657508881031,7.2,3.3,1.6733200530681511,2
12,2.8106938645110393,6.1,1.1,1.3038404810405297,2
12,2.3021728866442674,4.4,0.6,2.258317958127243,3
12,4.753945729601885,6.7,3.3,2.345207879911715,3
12,1.4142135623730951,8.3,1.7,3.082207001484488,2
12,1.816590212458495,3.9,0.6,2.3021728866442674,3
12,3.7013511046643495,8.3,1.7,2.4083189157584592,3
12,3.63318042491699,7.2,0.6,1.9235384061671346,2
12,1.3416407864998738,8.3,-1.7,1.3038404810405297,2
12,1.816590212458495,8.3,3.9,1.8708286933869707,2
12,2.569046515733026,7.2,3.3,1.5811388300841898,2
12,0.5477225575051661,5.6,2.8,1.6733200530681511,2
12,3.6742346141747673,5.6,2.8,2.04939015319192,3
12,2.1447610589527217,6.7,3.3,2.2135943621178655,2
12,2.0248456731316584,7.8,3.3,1.7888543819998317,2
12,0.0,8.3,3.9,1.3038404810405297,2
12,1.224744871391589,5.0,3.3,1.3038404810405297,2
12,0.0,4.4,0.0,1.3416407864998738,0
12,0.0,3.3,-1.1,1.4142135623730951,0
1,0.0,5.0,-2.8,1.6431676725154984,4
1,0.0,6.1,-1.1,1.7888543819998317,4
1,2.0248456731316584,6.7,-1.7,1.7320508075688772,2
1,1.5811388300841898,10.0,2.2,1.6733200530681511,2
1,1.7320508075688772,6.7,4.4,1.760681686165901,2
1,1.4142135623730951,7.2,2.8,1.7320508075688772,2
1,1.51657508881031,10.0,4.4,2.701851217221259,2
1,4.03732584763727,11.7,5.6,2.5099800796022267,2
1,6.196773353931867,10.0,1.7,2.258317958127243,2
1,0.5477225575051661,3.3,-0.6,1.449137674618944,3
1,0.0,2.8,-2.8,1.378404875209022,0
1,0.0,2.8,-3.9,1.4142135623730951,4
1,0.0,2.2,-4.4,1.224744871391589,4
1,0.0,3.3,-2.2,1.140175425099138,4
1,0.0,6.7,-0.6,1.51657508881031,4
1,0.0,6.1,-3.9,1.3416407864998738,0
1,0.0,3.9,-2.8,1.0,0
1,0.0,3.3,-1.1,1.140175425099138,0
1,0.0,1.1,-0.6,1.378404875209022,0
1,0.0,3.3,-0.6,1.449137674618944,0
1,0.0,2.2,-1.7,1.0488088481701516,0
1,0.0,3.3,-1.7,0.7745966692414834,0
1,2.258317958127243,7.2,2.2,1.760681686165901,2
1,2.4083189157584592,7.2,1.1,1.61245154965971,2
1,1.7320508075688772,10.6,2.8,1.449137674618944,2
1,1.51657508881031,8.3,3.9,2.1213203435596424,2
1,1.3416407864998738,5.6,3.9,2.1213203435596424,2
1,2.8106938645110393,6.1,3.3,1.7888543819998317,2
1,2.073644135332772,8.3,5.0,1.9748417658131499,2
1,1.8973665961010275,8.9,6.7,1.9748417658131499,2
1,1.7320508075688772,9.4,7.2,2.0,2
2,0.5477225575051661,11.7,5.0,1.70293863659264,2
2,0.0,6.1,2.8,1.4142135623730951,0
2,1.51657508881031,8.9,2.8,1.70293863659264,2
2,0.0,10.6,6.7,1.61245154965971,2
2,1.816590212458495,10.0,6.7,2.258317958127243,2
2,1.0,10.6,6.1,2.1213203435596424,2
2,1.140175425099138,9.4,3.3,2.0248456731316584,2
2,0.0,7.8,2.2,1.140175425099138,4
2,0.5477225575051661,8.3,4.4,1.140175425099138,2
2,0.0,8.9,1.7,1.4142135623730951,0
2,0.5477225575051661,8.3,4.4,1.1832159566199232,2
2,1.0,11.1,7.2,2.3664319132398464,2
2,1.51657508881031,9.4,7.2,2.0248456731316584,2
2,1.0,9.4,5.6,1.4832396974191326,2
2,0.0,13.3,5.0,1.5491933384829668,0
2,0.0,11.1,3.9,2.3664319132398464,2
2,0.0,9.4,4.4,1.8439088914585775,2
2,0.0,7.8,3.9,1.378404875209022,2
2,0.0,10.6,1.7,1.8439088914585775,4
2,1.224744871391589,7.8,1.1,1.449137674618944,2
2,0.7071067811865476,6.7,3.9,2.4899799195977463,2
2,3.0659419433511785,7.8,3.9,2.8460498941515415,2
2,0.5477225575051661,10.0,3.9,2.1447610589527217,2
2,0.0,8.9,5.0,2.345207879911715,2
2,1.51657508881031,10.6,3.3,2.6645825188948455,2
2,0.7071067811865476,8.9,3.9,1.9493588689617927,2
2,2.1447610589527217,10.0,4.4,1.3416407864998738,2
2,2.8460498941515415,11.7,6.7,1.9493588689617927,2
3,2.0248456731316584,15.0,11.1,2.32379000772445,2
3,0.8944271909999159,13.9,5.0,2.1213203435596424,2
3,0.0,11.1,2.2,1.6733200530681511,4
3,0.0,13.3,0.0,1.9748417658131499,4
3,0.0,9.4,6.1,1.5491933384829668,2
3,3.449637662132068,7.2,5.0,2.0248456731316584,2
3,2.7202941017470885,12.2,5.0,1.5811388300841898,2
3,0.0,11.7,2.2,1.61245154965971,0
3,0.0,12.8,1.1,1.140175425099138,1
3,0.8944271909999159,7.8,3.9,1.2649110640673518,2
3,1.140175425099138,10.6,6.1,1.0488088481701516,2
3,1.4142135623730951,12.8,10.0,2.3874672772626644,2
3,1.51657508881031,11.7,9.4,1.9235384061671346,2
3,1.6733200530681511,11.7,9.4,1.7320508075688772,2
3,0.0,14.4,8.9,2.073644135332772,2
3,2.073644135332772,10.6,4.4,2.5298221281347035,2
3,0.0,8.9,3.9,2.4698178070456938,4
3,0.0,11.7,3.9,2.4289915602982237,2
3,3.420526275297414,12.8,1.7,1.8439088914585775,2
3,3.146426544510455,11.1,4.4,2.756809750418044,2
3,2.8460498941515415,10.0,2.2,2.2135943621178655,3
3,0.0,9.4,0.6,1.4832396974191326,4
3,0.0,10.0,1.1,1.61245154965971,4
3,0.0,12.2,0.6,1.449137674618944,4
3,0.0,16.7,4.4,1.6733200530681511,4
3,0.0,16.7,6.1,1.3038404810405297,4
3,0.5477225575051661,13.3,7.2,1.2649110640673518,2
3,1.4142135623730951,16.1,8.3,1.140175425099138,2
3,0.0,18.3,7.8,1.5811388300841898,2
3,0.0,20.0,5.6,2.0976176963403033,0
3,0.0,20.6,6.7,1.70293863659264,4
4,0.0,17.2,8.3,1.8973665961010275,4
4,0.0,13.9,8.9,1.4832396974191326,4
4,0.0,16.7,7.8,1.2649110640673518,4
4,2.898275349237888,14.4,10.0,1.7320508075688772,2
4,4.301162633521313,13.9,10.0,2.3664319132398464,2
4,3.5637059362410923,12.2,7.2,2.23606797749979,2
4,6.252999280345393,8.3,5.0,1.9748417658131499,2
4,0.8944271909999159,13.3,6.1,1.760681686165901,2
4,0.0,12.2,6.1,1.5491933384829668,4
4,3.0659419433511785,15.0,8.9,2.5298221281347035,2
4,1.224744871391589,12.2,6.7,1.9493588689617927,2
4,3.1144823004794873,7.8,4.4,2.1447610589527217,2
4,3.0659419433511785,10.6,3.3,2.3874672772626644,2
4,2.4083189157584592,12.8,4.4,1.51657508881031,2
4,0.0,13.9,4.4,1.5491933384829668,1
4,0.5477225575051661,13.9,3.3,1.61245154965971,2
4,0.0,15.0,3.9,1.816590212458495,0
4,2.3021728866442674,11.7,6.7,2.0,2
4,4.538722287164087,13.3,9.4,2.2135943621178655,2
4,0.0,13.9,8.3,2.4083189157584592,4
4,1.816590212458495,12.2,6.7,2.0248456731316584,2
4,0.0,16.1,5.0,2.073644135332772,4
4,0.0,17.8,3.9,1.6733200530681511,4
4,0.0,21.1,6.1,1.7320508075688772,4
4,0.0,21.7,6.7,1.0488088481701516,4
4,0.0,20.6,8.3,1.4832396974191326,1
4,0.0,13.9,10.6,2.4289915602982237,4
4,1.0,15.0,9.4,2.280350850198276,2
4,1.9493588689617927,13.9,6.7,2.04939015319192,2
4,0.0,12.8,4.4,1.5491933384829668,4
5,0.0,18.3,3.3,1.760681686165901,4
5,0.0,20.6,6.7,2.0,4
5,0.0,21.7,9.4,2.2135943621178655,4
5,0.0,25.0,11.1,2.5495097567963922,4
5,0.0,28.9,11.7,2.3021728866442674,4
5,0.0,30.6,12.2,1.4142135623730951,4
5,0.0,20.6,11.1,1.816590212458495,4
5,0.0,19.4,11.1,1.378404875209022,4
5,0.0,22.8,10.0,1.140175425099138,4
5,0.0,26.1,9.4,1.0,4
5,0.0,27.2,12.2,1.61245154965971,4
5,2.569046515733026,21.7,13.9,1.9748417658131499,2
5,1.816590212458495,18.9,9.4,2.23606797749979,2
5,0.0,18.3,7.8,1.5491933384829668,4
5,1.0,17.2,8.9,1.51657508881031,2
5,0.0,21.7,12.2,1.6431676725154984,1
5,0.7071067811865476,17.2,11.7,1.9235384061671346,2
5,0.0,16.7,11.1,1.70293863659264,4
5,0.0,18.3,10.6,1.51657508881031,4
5,0.0,19.4,9.4,1.3416407864998738,4
5,3.7013511046643495,15.6,8.3,2.1908902300206643,2
5,3.7013511046643495,11.1,7.2,1.7320508075688772,2
5,2.0248456731316584,12.2,6.7,1.378404875209022,2
5,0.5477225575051661,16.7,8.9,1.6431676725154984,2
5,0.0,17.8,10.0,1.6431676725154984,4
5,1.224744871391589,18.3,10.6,1.4832396974191326,2
5,3.1144823004794873,16.7,11.1,1.760681686165901,2
5,0.7071067811865476,17.2,11.7,1.6733200530681511,2
5,2.3664319132398464,16.1,9.4,2.0,2
5,0.0,16.7,9.4,2.3021728866442674,4
5,0.0,19.4,11.1,1.5811388300841898,4
6,0.0,22.8,12.2,1.5811388300841898,4
6,1.0,20.6,12.2,1.760681686165901,2
6,0.0,22.2,11.1,1.70293863659264,4
